Entity,Code,Year,Oil (terawatt-hours),Gas (terawatt-hours),Coal (terawatt-hours)
Africa,,1965,316.7773001,10.552653,335.5907573
Africa,,1966,347.3688632,11.788922,331.3719781
Africa,,1967,344.1296685,11.660342,341.0108269
Africa,,1968,363.1425067,11.901662,355.4072587
Africa,,1969,368.629932,14.177457,357.5063946
Africa,,1970,409.3456166,17.536895,367.9708149
Africa,,1971,460.7409183,20.02041699,388.7319283
Africa,,1972,499.3394123,26.61432906,392.4449646
Africa,,1973,536.6344732,42.48090162,414.9090023
Africa,,1974,555.1184177,47.54558996,432.1409868
Africa,,1975,581.416477,57.61846865,459.0794933
Africa,,1976,650.0473991,65.74713429,481.9503073
Africa,,1977,684.2800918,73.58644182,492.9228231
Africa,,1978,716.2458668,105.1489866,477.932741
Africa,,1979,760.3071804,160.8862751,504.5518342
Africa,,1980,811.9596631,204.1490217,543.8856856
Africa,,1981,859.8852986,249.7807298,636.1955237
Africa,,1982,904.4871091,269.4671382,702.5677828
Africa,,1983,936.0344544,296.3740991,710.0489165
Africa,,1984,957.2511329,283.7055285,762.6247721
Africa,,1985,978.2712109,303.2523634,787.1902554
Africa,,1986,963.1666389,341.2146473,805.3904154
Africa,,1987,1011.36451,351.6125823,828.3495232
Africa,,1988,1061.413257,390.0123328,890.1926297
Africa,,1989,1096.854205,404.1198123,835.6744672
Africa,,1990,1115.95365,414.1364898,878.1254019
Africa,,1991,1118.18626,417.7836238,853.5168096
Africa,,1992,1139.430475,445.3025191,858.6388272
Africa,,1993,1154.363199,445.0699703,871.9575494
Africa,,1994,1179.913003,465.7397875,894.5019365
Africa,,1995,1222.507083,496.700701,922.1579753
Africa,,1996,1254.757838,523.3997035,934.8996639
Africa,,1997,1291.83582,514.0855153,958.678971
Africa,,1998,1322.598102,542.9009104,936.68678
Africa,,1999,1371.203705,545.5149525,965.9015436
Africa,,2000,1377.30177,602.7971663,963.952518
Africa,,2001,1393.652295,687.4480375,976.7593737
Africa,,2002,1417.240346,726.1882411,935.5459233
Africa,,2003,1453.795245,773.9899825,1018.290453
Africa,,2004,1526.042524,851.3665506,1118.943334
Africa,,2005,1605.678855,890.0315285,1038.650801
Africa,,2006,1606.460685,937.7663214,1053.43691
Africa,,2007,1675.305075,1011.887161,1070.914469
Africa,,2008,1763.860543,1054.12707,1180.254461
Africa,,2009,1821.436027,1041.727666,1174.814967
Africa,,2010,1913.056088,1114.131134,1164.141839
Africa,,2011,1854.332346,1185.575657,1144.979465
Africa,,2012,1960.85632,1262.804608,1117.0875
Africa,,2013,2039.573465,1289.47761,1133.414221
Africa,,2014,2064.526722,1329.651854,1189.676101
Africa,,2015,2117.744464,1421.633562,1108.521085
Africa,,2016,2156.143916,1446.11348,1115.887202
Algeria,DZA,1965,14.99107,8.08285,0.8141
Algeria,DZA,1966,19.68959,8.39686,0.79084
Algeria,DZA,1967,18.35214,8.141,0.60476
Algeria,DZA,1968,19.56166,8.55968,0.63965
Algeria,DZA,1969,20.64325,11.25784,0.8141
Algeria,DZA,1970,23.63216,10.5833,0.96529
Algeria,DZA,1971,26.60944,12.01379,0.26749
Algeria,DZA,1972,29.23782,13.956,0.2326
Algeria,DZA,1973,31.85457,19.4221,0.26749
Algeria,DZA,1974,35.30868,22.48079,0.22097
Algeria,DZA,1975,39.28614,30.98232,0.27912
Algeria,DZA,1976,45.08951,36.6345,0.54661
Algeria,DZA,1977,51.172,39.04191,0.70943
Algeria,DZA,1978,52.57923,62.69733,0.36053
Algeria,DZA,1979,63.0346,88.65549,0.83736
Algeria,DZA,1980,63.60447,119.00979,0.74432
Algeria,DZA,1981,68.48907,154.70226,0.52335
Algeria,DZA,1982,72.62935,175.53159,9.71105
Algeria,DZA,1983,81.53793,192.17412,8.66435
Algeria,DZA,1984,90.2488,168.83271,9.60638
Algeria,DZA,1985,92.64458,167.26266,10.02506
Algeria,DZA,1986,93.94714,183.1725,10.29255
Algeria,DZA,1987,94.87754,187.3593,12.30454
Algeria,DZA,1988,94.99384,211.11939,11.57185
Algeria,DZA,1989,99.47139,198.66366,9.78083
Algeria,DZA,1990,106.48428,212.16609,7.66417
Algeria,DZA,1991,105.47247,209.54934,7.9084
Algeria,DZA,1992,105.98419,216.35289,9.39704
Algeria,DZA,1993,105.58877,194.16285,7.65254
Algeria,DZA,1994,100.8321,204.62985,7.2106
Algeria,DZA,1995,98.07579,219.91167,7.2106
Algeria,DZA,1996,93.7378,225.87786,3.39596
Algeria,DZA,1997,92.87718,211.01472,5.95456
Algeria,DZA,1998,95.56371,218.23695,6.37324
Algeria,DZA,1999,94.3193,223.05177,6.82681
Algeria,DZA,2000,98.65729,207.72343,5.64055
Algeria,DZA,2001,102.13466,214.58513,6.5128
Algeria,DZA,2002,113.20642,211.88697,8.54805
Algeria,DZA,2003,117.75375,223.94728,7.04778
Algeria,DZA,2004,123.1617,230.43682,8.40849
Algeria,DZA,2005,128.3300255,243.117009,6.90822
Algeria,DZA,2006,133.929917,248.48658,10.25766
Algeria,DZA,2007,150.0335862,254.2603561,8.80391
Algeria,DZA,2008,163.0610666,265.390785,8.80391
Algeria,DZA,2009,172.91484,285.047811,5.65218
Algeria,DZA,2010,172.53105,275.428638,3.6053
Algeria,DZA,2011,184.11453,291.411747,3.19825
Algeria,DZA,2012,195.63986,324.874746,3.39596
Algeria,DZA,2013,204.24606,349.315191,1.83754
Algeria,DZA,2014,205.3858,392.491566,2.08177
Algeria,DZA,2015,226.350038,412.3998,1.67472
Algeria,DZA,2016,219.719775,418.68,1.679308274
Argentina,ARG,1965,256.4377305,44.38008,9.259104629
Argentina,ARG,1966,264.6602894,48.06679,9.693390763
Argentina,ARG,1967,270.9859324,50.26486,9.502962265
Argentina,ARG,1968,276.7453226,55.96356,7.637724502
Argentina,ARG,1969,287.2598275,55.75422,10.17855815
Argentina,ARG,1970,257.2581736,63.01134,11.39445271
Argentina,ARG,1971,274.5843,65.3085,9.387453666
Argentina,ARG,1972,274.85179,74.8305,8.374360031
Argentina,ARG,1973,275.46818,83.349,8.839269791
Argentina,ARG,1974,277.44528,82.149,11.3318091
Argentina,ARG,1975,260.84927,91.33075,12.23496939
Argentina,ARG,1976,271.16508,96.65025,12.48914993
Argentina,ARG,1977,285.38857,99.616,9.892323443
Argentina,ARG,1978,285.24901,96.97,14.13245005
Argentina,ARG,1979,301.7985,105.58475,11.16663402
Argentina,ARG,1980,282.13217,117.8045,10.86392603
Argentina,ARG,1981,260.80275,121.959,9.867029724
Argentina,ARG,1982,250.25434,131.58425,9.79850913
Argentina,ARG,1983,255.54599,146.1355,8.919796829
Argentina,ARG,1984,240.75263,156.305,6.006675662
Argentina,ARG,1985,217.81827,160.627,6.990557339
Argentina,ARG,1986,250.64976,184.5395,10.40762783
Argentina,ARG,1987,267.57141,186.74975,11.55399412
Argentina,ARG,1988,267.6063,217.6825,11.99301107
Argentina,ARG,1989,242.68321,232.166,12.00901966
Argentina,ARG,1990,229.09937,219.0555,10.92389577
Argentina,ARG,1991,235.05393,233.155,8.536460807
Argentina,ARG,1992,248.17257,240.23975,7.559510202
Argentina,ARG,1993,245.89309,235.681,8.9405625
Argentina,ARG,1994,236.58909,245.668,12.59916667
Argentina,ARG,1995,236.19367,271.87525,11.29598334
Argentina,ARG,1996,245.5093,300.04325,10.61497135
Argentina,ARG,1997,245.38137,305.71025,9.839205459
Argentina,ARG,1998,251.18474,317.409,8.496224068
Argentina,ARG,1999,233.68159,346.01075,8.557231579
Argentina,ARG,2000,236.41464,363.2085,7.143720359
Argentina,ARG,2001,227.3665,339.866,7.728734569
Argentina,ARG,2002,210.0378,334.37075,6.523731871
Argentina,ARG,2003,216.318,368.68625,7.916481864
Argentina,ARG,2004,226.84315,396.80397,12.49322628
Argentina,ARG,2005,241.4722362,422.8668,13.111662
Argentina,ARG,2006,253.134059,437.5206,12.27096
Argentina,ARG,2007,281.1580669,459.71064,14.19234582
Argentina,ARG,2008,289.317503,464.83947,16.18797727
Argentina,ARG,2009,282.9230738,441.1308015,11.10522133
Argentina,ARG,2010,326.4415695,453.4515643,14.76227766
Argentina,ARG,2011,328.7277926,471.5986745,18.00217609
Argentina,ARG,2012,344.2485845,489.1446525,15.23019594
Argentina,ARG,2013,370.476715,489.0881856,14.56732258
Argentina,ARG,2014,364.3110764,493.7220795,17.31707
Argentina,ARG,2015,374.2783716,504.3657678,15.81412928
Argentina,ARG,2016,371.0555352,519.2276727,12.29530028
Asia Pacific,,1965,1900.714018,61.24029358,2780.351831
Asia Pacific,,1966,2188.971132,68.13468933,2931.121529
Asia Pacific,,1967,2554.483574,77.23661358,2853.893778
Asia Pacific,,1968,2921.739349,84.07105858,2896.26028
Asia Pacific,,1969,3394.335117,110.8030937,3249.660837
Asia Pacific,,1970,3935.239465,152.9702575,3630.539043
Asia Pacific,,1971,4368.653459,180.6485311,3886.187937
Asia Pacific,,1972,4700.910591,208.7168796,4035.852321
Asia Pacific,,1973,5346.567584,256.7633756,4133.414038
Asia Pacific,,1974,5307.391563,319.0034197,4233.925772
Asia Pacific,,1975,5272.381923,369.9181394,4556.552125
Asia Pacific,,1976,5604.917223,425.2085408,4664.733322
Asia Pacific,,1977,5871.362746,522.3944557,4974.502928
Asia Pacific,,1978,6186.687015,624.2750568,5218.065662
Asia Pacific,,1979,6342.336515,712.8957861,5470.839919
Asia Pacific,,1980,6004.933992,765.7988909,5782.57008
Asia Pacific,,1981,5816.189017,775.8320324,5973.643843
Asia Pacific,,1982,5642.283372,809.1262481,6182.844192
Asia Pacific,,1983,5721.808097,889.4258846,6545.097738
Asia Pacific,,1984,5922.099557,1039.610343,7111.983413
Asia Pacific,,1985,5886.931787,1129.447793,7673.254747
Asia Pacific,,1986,6115.745499,1233.148234,7967.965871
Asia Pacific,,1987,6305.928544,1309.156121,8542.292161
Asia Pacific,,1988,6852.500975,1396.460463,9153.141255
Asia Pacific,,1989,7273.974749,1486.139305,9566.150562
Asia Pacific,,1990,7724.39005,1579.643066,9774.237265
Asia Pacific,,1991,8048.219578,1735.28099,10181.5509
Asia Pacific,,1992,8585.319592,1843.743288,10530.61343
Asia Pacific,,1993,8949.172709,1936.267907,11081.81497
Asia Pacific,,1994,9484.771827,2094.800758,11635.42048
Asia Pacific,,1995,10056.58878,2195.211326,11915.68129
Asia Pacific,,1996,10535.57093,2399.143983,12426.59233
Asia Pacific,,1997,11048.55586,2582.8779,12479.92761
Asia Pacific,,1998,10784.97246,2655.830862,12470.38161
Asia Pacific,,1999,11274.63962,2867.025501,12867.74653
Asia Pacific,,2000,11604.28021,3085.099786,13304.05275
Asia Pacific,,2001,11675.8837,3277.276949,13915.37994
Asia Pacific,,2002,12045.7202,3432.119467,14981.4273
Asia Pacific,,2003,12560.60086,3725.364805,17129.8612
Asia Pacific,,2004,13268.40421,3961.828544,19268.31017
Asia Pacific,,2005,13379.13314,4255.083098,21897.43479
Asia Pacific,,2006,13684.73163,4569.028852,23559.25931
Asia Pacific,,2007,14161.06967,4905.638281,25555.88258
Asia Pacific,,2008,14113.80431,5231.582683,26252.40592
Asia Pacific,,2009,14234.13003,5373.109858,27170.90717
Asia Pacific,,2010,15144.25752,5928.834501,28403.44668
Asia Pacific,,2011,15670.11864,6440.986308,30477.69613
Asia Pacific,,2012,16321.5639,6961.769692,31137.95633
Asia Pacific,,2013,16574.85013,7043.435683,31962.60225
Asia Pacific,,2014,16828.53884,7268.153505,32179.92014
Asia Pacific,,2015,17512.11936,7345.710829,31956.15172
Asia Pacific,,2016,18110.89276,7562.417359,32024.75243
Australia,AUS,1965,175.86886,0.03489,202.0277778
Australia,AUS,1966,209.36326,0.04652,209.3888889
Australia,AUS,1967,229.44827,0.04652,215.25
Australia,AUS,1968,249.9287,0.32564,221.6944444
Australia,AUS,1969,256.53454,4.39614,229.2777778
Australia,AUS,1970,283.91156,17.09550129,231.6944444
Australia,AUS,1971,298.79796,25.51552692,232.5694444
Australia,AUS,1972,303.8919,36.62760276,242.9305556
Australia,AUS,1973,324.04669,46.5017285,252.9861111
Australia,AUS,1974,343.28271,53.055004,264.0694444
Australia,AUS,1975,338.85168,56.97517929,272.5416667
Australia,AUS,1976,346.32977,67.26195507,281.7916667
Australia,AUS,1977,362.76296,76.83150579,294.1805556
Australia,AUS,1978,363.4277616,82.71668123,301.8611111
Australia,AUS,1979,369.5095358,95.21408217,315.5416667
Australia,AUS,1980,354.0446075,109.3326082,324.7638889
Australia,AUS,1981,342.229177,118.4993339,333.1388889
Australia,AUS,1982,340.8405498,115.5714837,336.6805556
Australia,AUS,1983,337.5568861,125.5438595,336.5555556
Australia,AUS,1984,354.1316789,127.4014678,355.9027778
Australia,AUS,1985,336.432002,136.0469264,368.1388889
Australia,AUS,1986,344.6249824,148.4600221,377.4861111
Australia,AUS,1987,351.7812419,151.6072222,393.3611111
Australia,AUS,1988,368.0625627,155.1104821,413.7638889
Australia,AUS,1989,380.7911636,167.7652896,433.9583333
Australia,AUS,1990,386.0397852,167.3838019,444.3472222
Australia,AUS,1991,375.1733585,164.155227,453.2638889
Australia,AUS,1992,376.3732376,172.2896925,455.9583333
Australia,AUS,1993,396.1777138,177.0226589,458.8888889
Australia,AUS,1994,411.1069179,194.6573954,468.2638889
Australia,AUS,1995,423.9596582,193.7824568,484.1666667
Australia,AUS,1996,430.4411197,197.0589199,503.9583333
Australia,AUS,1997,438.1843804,193.5376355,529.4583333
Australia,AUS,1998,437.2823706,199.2584941,553.0833333
Australia,AUS,1999,451.3150662,204.0938847,556.0201866
Australia,AUS,2000,448.7426442,207.9623704,558.2896582
Australia,AUS,2001,451.6370644,224.2574762,551.8628175
Australia,AUS,2002,449.5112758,230.8127777,563.9828573
Australia,AUS,2003,448.712018,232.7177908,580.1952719
Australia,AUS,2004,461.8358077,237.5125386,605.1317099
Australia,AUS,2005,459.2593562,235.8780483,601.7575547
Australia,AUS,2006,498.4686449,263.1207383,617.7222504
Australia,AUS,2007,494.3625181,294.356903,612.451691
Australia,AUS,2008,502.4319,291.5518375,637.9432303
Australia,AUS,2009,506.1937907,305.084484,617.7940718
Australia,AUS,2010,508.518444,325.2482203,574.4026721
Australia,AUS,2011,538.7690614,352.9064843,559.546201
Australia,AUS,2012,557.0409957,354.0730523,524.4349678
Australia,AUS,2013,560.0030198,371.6037821,500.0929011
Australia,AUS,2014,559.6826114,400.5903406,495.9359413
Australia,AUS,2015,556.6413103,448.8533672,512.7355395
Australia,AUS,2016,556.3015203,430.3809021,509.470576
Austria,AUT,1965,64.67443,19.02916733,59.11489975
Austria,AUT,1966,71.12908,20.43218804,56.46759639
Austria,AUT,1967,75.74619,19.57526606,53.45090186
Austria,AUT,1968,87.64368,20.87504427,52.77368472
Austria,AUT,1969,96.27314,25.3262236,51.93639807
Austria,AUT,1970,105.79811,30.72042129,55.85416667
Austria,AUT,1971,118.11428,35.28934224,51.23361111
Austria,AUT,1972,127.42991,38.13699607,46.45388889
Austria,AUT,1973,138.00158,41.91646804,46.16972222
Austria,AUT,1974,123.42919,45.43466163,48.72277778
Austria,AUT,1975,124.59219,45.38000012,42.34055556
Austria,AUT,1976,135.4895,51.68572363,45.06
Austria,AUT,1977,129.56983,52.67386762,37.80027778
Austria,AUT,1978,139.56,54.78851625,38.40222222
Austria,AUT,1979,145.42152,54.32401652,41.68611111
Austria,AUT,1980,141.74644,52.18929608,42.83472222
Austria,AUT,1981,128.46498,49.74681911,43.85
Austria,AUT,1982,121.75447,48.15224848,41.70555556
Austria,AUT,1983,117.56767,49.13123986,44.65583333
Austria,AUT,1984,114.2066,54.70345957,50.88638889
Austria,AUT,1985,114.38105,58.61349614,50.815
Austria,AUT,1986,120.68451,56.90872944,45.3025
Austria,AUT,1987,124.0921,59.36709378,44.93944444
Austria,AUT,1988,122.82443,56.86939178,43.03388889
Austria,AUT,1989,120.73103,61.07587923,43.22805556
Austria,AUT,1990,126.24365,67.23677224,47.64055556
Austria,AUT,1991,136.00122,71.28530199,49.97222222
Austria,AUT,1992,132.48896,70.00216445,38.88194444
Austria,AUT,1993,133.54729,73.61746138,34.95916667
Austria,AUT,1994,131.67486,75.72249368,35.45444444
Austria,AUT,1995,131.6516,82.67650971,40.33861111
Austria,AUT,1996,136.11752,88.00000696,40.51027778
Austria,AUT,1997,138.64123,84.81358175,42.96888889
Austria,AUT,1998,143.96777,87.07334796,37.83
Austria,AUT,1999,141.32776,88.94095238,37.56991632
Austria,AUT,2000,137.8155,84.89981984,42.47900526
Austria,AUT,2001,149.89907,89.97697941,43.8810832
Austria,AUT,2002,153.0508,88.46083433,44.57506651
Austria,AUT,2003,165.58794,97.30237136,47.54769431
Austria,AUT,2004,161.08713,98.23883399,46.5763065
Austria,AUT,2005,162.7037,103.433152,46.53093807
Austria,AUT,2006,164.71569,97.19629633,47.32915471
Austria,AUT,2007,156.14438,91.96037049,45.38575649
Austria,AUT,2008,155.3768,98.44858482,43.65030715
Austria,AUT,2009,149.39898,95.87960092,33.47778568
Austria,AUT,2010,155.6030268,104.3570625,39.36074118
Austria,AUT,2011,147.30558,98.15820564,40.3797924
Austria,AUT,2012,145.5964428,93.62401692,37.57339545
Austria,AUT,2013,148.10805,89.73507322,38.13585258
Austria,AUT,2014,145.00284,82.3540327,34.85219531
Austria,AUT,2015,144.8508148,87.37898555,37.69503443
Austria,AUT,2016,147.2007303,91.50062178,36.93268767
Azerbaijan,AZE,1985,95.9691911,138.11131,1.06996
Azerbaijan,AZE,1986,100.5925017,153.4557575,1.06996
Azerbaijan,AZE,1987,94.71774734,151.5602669,1.06996
Azerbaijan,AZE,1988,97.0492114,149.6647763,1.06996
Azerbaijan,AZE,1989,94.67277911,157.2467386,1.06996
Azerbaijan,AZE,1990,99.35376426,160.3720415,1.03507
Azerbaijan,AZE,1991,95.83158028,153.4557575,0.77921
Azerbaijan,AZE,1992,93.40614014,119.3482099,0.13956
Azerbaijan,AZE,1993,93.04888797,88.09518082,0.03489
Azerbaijan,AZE,1994,84.5130668,82.40870911,0.04652
Azerbaijan,AZE,1995,76.52804748,81.46096382,0.03489
Azerbaijan,AZE,1996,69.04437886,59.67410494,0.03489
Azerbaijan,AZE,1997,65.66647846,56.83086908,0.03489
Azerbaijan,AZE,1998,69.16795943,53.03988794,0
Azerbaijan,AZE,1999,66.60292984,56.83086908,0
Azerbaijan,AZE,2000,73.62540119,54.93537851,0
Azerbaijan,AZE,2001,46.48425902,78.79825088,0.03489
Azerbaijan,AZE,2002,42.62395,79.02390452,0.02326
Azerbaijan,AZE,2003,49.68336,81.03222191,0.03489
Azerbaijan,AZE,2004,52.14892,87.15553596,0.0106996
Azerbaijan,AZE,2005,62.52288,90.02567262,0.0374486
Azerbaijan,AZE,2006,55.89378,95.16918485,0.0374486
Azerbaijan,AZE,2007,52.61412,83.79283459,0.014426003
Azerbaijan,AZE,2008,41.759841,95.86635336,0.081203742
Azerbaijan,AZE,2009,38.519723,81.8566764,0.047929511
Azerbaijan,AZE,2010,37.41066178,77.8129096,0.006118192
Azerbaijan,AZE,2011,46.367647,85.21937776,0.040368109
Azerbaijan,AZE,2012,48.47384,89.43554221,0.006341653
Azerbaijan,AZE,2013,52.833927,89.83243569,0.034137764
Azerbaijan,AZE,2014,51.71179814,98.54446055,0.019291513
Azerbaijan,AZE,2015,52.72244514,111.465525,0.004115537
Azerbaijan,AZE,2016,53.65417747,109.304525,0.004126812
Bangladesh,BGD,1965,,0,0
Bangladesh,BGD,1966,,0,0
Bangladesh,BGD,1967,,0,0
Bangladesh,BGD,1968,,0,0
Bangladesh,BGD,1969,,0,0
Bangladesh,BGD,1970,,0,0
Bangladesh,BGD,1971,7.86188,0,0
Bangladesh,BGD,1972,9.71105,4.39614,1.08698632
Bangladesh,BGD,1973,11.01361,6.08249,1.41251002
Bangladesh,BGD,1974,11.42066,6.68725,1.25556317
Bangladesh,BGD,1975,13.32798,6.72214,1.45319176
Bangladesh,BGD,1976,14.4212,8.85043,1.43575839
Bangladesh,BGD,1977,14.21186,9.87387,1.49970013
Bangladesh,BGD,1978,15.10737,10.89731,1.45319176
Bangladesh,BGD,1979,16.73557,12.53714,1.08118295
Bangladesh,BGD,1980,18.89875,14.11882,1.4443297
Bangladesh,BGD,1981,19.48025,14.80480382,1.48477884
Bangladesh,BGD,1982,19.1895,19.22105161,1.79867254
Bangladesh,BGD,1983,17.16588,21.38768056,1.01798553
Bangladesh,BGD,1984,17.31707,24.68652874,0.40738727
Bangladesh,BGD,1985,19.3058,28.03576364,0.56964903
Bangladesh,BGD,1986,20.8177,31.61322074,0.86029436
Bangladesh,BGD,1987,20.4688,37.14390421,1.35437165
Bangladesh,BGD,1988,20.52695,43.71788917,1.39506502
Bangladesh,BGD,1989,22.35286,46.21647768,1.45319176
Bangladesh,BGD,1990,21.6318,49.74354806,3.27258896
Bangladesh,BGD,1991,20.02686,51.22847433,1.04630458
Bangladesh,BGD,1992,22.36449,55.86405255,0.98236284
Bangladesh,BGD,1993,25.13243,62.5328831,0.36620544
Bangladesh,BGD,1994,26.13261,66.32077885,0.34295707
Bangladesh,BGD,1995,34.11079,73.32156897,3.73179951
Bangladesh,BGD,1996,34.7737,78.69516443,2.04610079
Bangladesh,BGD,1997,39.87927,77.35547047,3.75505951
Bangladesh,BGD,1998,44.11259,83.58860409,1.08117132
Bangladesh,BGD,1999,39.20473,91.13475635,0.53477066
Bangladesh,BGD,2000,38.65812,98.50603706,3.83643462
Bangladesh,BGD,2001,46.01991,110.3054212,4.06894158
Bangladesh,BGD,2002,46.08738726,116.0465434,4.2491368
Bangladesh,BGD,2003,47.78817009,124.8256883,4.06312658
Bangladesh,BGD,2004,44.84732688,134.1976182,4.06894158
Bangladesh,BGD,2005,45.0631099,144.2364311,5.59190171
Bangladesh,BGD,2006,45.62195466,156.1988311,5.4814516
Bangladesh,BGD,2007,43.1348559,166.7800423,7.19039869
Bangladesh,BGD,2008,43.84828662,178.0903789,7.45779565
Bangladesh,BGD,2009,40.96847765,203.8671272,9.00399252
Bangladesh,BGD,2010,45.5348227,209.3805318,9.40507633
Bangladesh,BGD,2011,59.12719912,212.9520611,8.48084023
Bangladesh,BGD,2012,63.29797298,232.0278804,10.49206265
Bangladesh,BGD,2013,61.53978447,238.732278,11.21319243
Bangladesh,BGD,2014,66.89277004,250.3627185,9.03887089
Bangladesh,BGD,2015,72.03510684,281.157896,8.057935234
Bangladesh,BGD,2016,76.54948506,288.0540485,9.451495421
Belarus,BLR,1985,295.3499096,93.87191399,25.11237988
Belarus,BLR,1986,348.9446115,95.66586039,27.47188591
Belarus,BLR,1987,345.1374627,107.9865492,26.71053959
Belarus,BLR,1988,334.3260036,125.0346816,28.61634615
Belarus,BLR,1989,313.0428595,131.6688986,28.09226911
Belarus,BLR,1990,289.4598148,140.2888676,24.71020285
Belarus,BLR,1991,279.8901829,146.8215405,23.47315464
Belarus,BLR,1992,238.44989,170.5038899,19.55019282
Belarus,BLR,1993,168.90249,158.1944839,16.79005655
Belarus,BLR,1994,137.31541,138.2918329,11.76375663
Belarus,BLR,1995,124.39448,125.0346816,11.06991083
Belarus,BLR,1996,122.2313,131.6688986,13.43456895
Belarus,BLR,1997,106.49591,150.6125216,14.15712922
Belarus,BLR,1998,100.55298,152.5080122,12.5638117
Belarus,BLR,1999,92.21427,155.351248,11.65645572
Belarus,BLR,2000,90.92334,164.8174182,11.57172554
Belarus,BLR,2001,88.84157,163.8696729,8.308523856
Belarus,BLR,2002,92.52828,168.6083994,7.837448191
Belarus,BLR,2003,94.59842,165.7651635,7.376771581
Belarus,BLR,2004,94.41234,187.5520224,7.225938039
Belarus,BLR,2005,87.50412,192.2907488,7.97985377
Belarus,BLR,2006,102.36726,196.2586186,7.144689956
Belarus,BLR,2007,93.28423,197.0353552,8.080224094
Belarus,BLR,2008,91.97004,201.7904991,7.532653863
Belarus,BLR,2009,107.85662,168.6560502,7.176777276
Belarus,BLR,2010,86.93425,206.6214222,7.507348835
Belarus,BLR,2011,99.98311,191.5508367,9.018614864
Belarus,BLR,2012,121.48698,193.9018859,9.19935326
Belarus,BLR,2013,82.99168,194.0733363,10.00182513
Belarus,BLR,2014,94.51701,192.0396124,9.155477787
Belarus,BLR,2015,89.62895181,162.9595384,7.748474767
Belarus,BLR,2016,87.65111148,178.0810864,9.054196345
Belgium,BEL,1965,185.3822,0.735,222.9371546
Belgium,BEL,1966,189.06891,1.3265,203.3709941
Belgium,BEL,1967,208.65383,5.0555,199.5972506
Belgium,BEL,1968,242.53202,12.299,206.0641782
Belgium,BEL,1969,279.73639,25.335,200.6903514
Belgium,BEL,1970,304.83393,39.75175,189.1344927
Belgium,BEL,1971,312.32365,54.81475,156.6169524
Belgium,BEL,1972,338.14225,69.1135,149.5834419
Belgium,BEL,1973,355.42443,83.07225,125.5278178
Belgium,BEL,1974,312.55625,97.35675,134.2674401
Belgium,BEL,1975,295.44852,96.19475,100.2789675
Belgium,BEL,1976,308.03218,101.6115,104.5037722
Belgium,BEL,1977,303.01965,99.9695,105.9952703
Belgium,BEL,1978,323.29074,99.1245,108.5440579
Belgium,BEL,1979,321.42994,108.30525,120.9353178
Belgium,BEL,1980,297.34421,103.6315,121.9145065
Belgium,BEL,1981,272.47927,95.5805,126.2925644
Belgium,BEL,1982,257.91851,79.68625,126.4905106
Belgium,BEL,1983,233.49551,82.80875,107.9401262
Belgium,BEL,1984,225.54059,85.4505,125.1785374
Belgium,BEL,1985,228.69232,85.864,124.8266889
Belgium,BEL,1986,258.94195,77.095,106.5094612
Belgium,BEL,1987,260.8609,85.0165,105.993144
Belgium,BEL,1988,268.94375,83.906,107.1084978
Belgium,BEL,1989,263.98937,93.24425,112.5345232
Belgium,BEL,1990,277.42202,95.006,123.241947
Belgium,BEL,1991,298.83285,101.58225,117.038505
Belgium,BEL,1992,305.53173,105.24825,107.156494
Belgium,BEL,1993,300.77506,109.399,98.77359
Belgium,BEL,1994,325.62837,112.49225,104.287373
Belgium,BEL,1995,322.151,123.40525,100.62276
Belgium,BEL,1996,350.97014,137.41625,96.071941
Belgium,BEL,1997,360.1811,131.0085,92.817867
Belgium,BEL,1998,364.00737,145.07575,93.638945
Belgium,BEL,1999,350.16767,155.08475,82.1078
Belgium,BEL,2000,359.7159,155.47625,93.058608
Belgium,BEL,2001,360.13458,153.28075,86.095727
Belgium,BEL,2002,369.10131,155.5855,74.484335
Belgium,BEL,2003,391.61699,167.49525,69.937005
Belgium,BEL,2004,391.89611,169.449,68.241351
Belgium,BEL,2005,391.04712,171.2845,60.149197
Belgium,BEL,2006,393.23356,174.4805,57.590597
Belgium,BEL,2007,401.97932,173.61875,51.406926
Belgium,BEL,2008,418.0985,172.56775,52.901381
Belgium,BEL,2009,366.86835,175.74975,36.486799
Belgium,BEL,2010,380.38241,197.61475,43.762527
Belgium,BEL,2011,354.99412,165.0672183,40.845723
Belgium,BEL,2012,344.62016,167.0067093,37.393939
Belgium,BEL,2013,350.58635,164.9108253,38.884905
Belgium,BEL,2014,345.53893,144.333837,38.759301
Belgium,BEL,2015,360.04154,158.2035851,37.019453
Belgium,BEL,2016,369.4765437,161.4905471,34.63860592
Brazil,BRA,1965,172.62409,0.522149697,20.17805
Brazil,BRA,1966,188.01058,0.610609454,21.8644
Brazil,BRA,1967,194.13959,0.690254165,22.59709
Brazil,BRA,1968,233.15824,0.729483696,22.23656
Brazil,BRA,1969,255.46458,0.768816327,24.81842
Brazil,BRA,1970,291.2075581,0.8247996,28.34479561
Brazil,BRA,1971,321.3791915,1.29905937,28.53244036
Brazil,BRA,1972,370.0881584,1.783629135,30.03591174
Brazil,BRA,1973,454.5711256,2.04137901,29.5185605
Brazil,BRA,1974,488.9959378,3.928108095,31.31228194
Brazil,BRA,1975,504.2763924,4.26833793,37.22524783
Brazil,BRA,1976,545.9571386,4.917867615,39.72639494
